,PageRank,Airport_name,Airport_info
674,[0.67806215],NOV,"Huambo, Angola"
58,[0.67789853],YFS,"Fort Simpson, Canada"
5042,[0.67737014],LTX,"Cotopaxi International Airport, Ecuador"
1761,[0.67687883],CMG,"Corumba Intl, Brazil"
1857,[0.67629143],MEC,"Eloy Alfaro Intl, Ecuador"
975,[0.67583897],CCF,"Salvaza, France"
865,[0.67532363],MWZ,"Mwanza, Tanzania"
574,[0.67479432],BFN,"Bloemfontein Intl, South Africa"
5278,[0.6740595],OBY,"Ittoqqortoormiit Heliport, Greenland"
4075,[0.67388482],CXR,"Cam Ranh Airport, Vietnam"
672,[0.67323721],CAB,"Cabinda, Angola"
215,[0.67294144],TIN,"Tindouf, Algeria"
3783,[0.67294144],CBH,"Béchar Boudghene Ben Ali Lotfi Airport, Algeria"
5305,[0.67260714],SXO,"Sao Felix do Araguaia Airport, Brazil"
1716,[0.67231829],JUJ,"Jujuy, Argentina"
3295,[0.67129662],ACV,"Arcata, United States"
2235,[0.67122881],LSH,"Lashio, Burma"
3533,[0.67118208],SLX,"Salt Cay Airport, Turks and Caicos Islands"
1228,[0.67118208],XSC,"South Caicos, Turks and Caicos Islands"
3038,[0.66961929],NPE,"Napier, New Zealand"
1450,[0.66961929],BHE,"Woodbourne, New Zealand"
1440,[0.66961929],NPL,"New Plymouth, New Zealand"
1448,[0.66961929],TRG,"Tauranga, New Zealand"
4271,[0.66947186],LYI,"Shubuling Airport, China"
1186,[0.66943271],GZT,"Oguzeli, Turkey"
4277,[0.66921638],WUS,"Nanping Wuyishan Airport, China"
579,[0.66909514],GRJ,"George, South Africa"
2607,[0.66892701],PHF,"Newport News Williamsburg Intl, United States"
3203,[0.66859918],MGW,"Morgantown Muni Walter L Bill Hart Fld, United States"
3216,[0.66781142],TOF,"Tomsk Bogashevo Airport, Russia"
895,[0.66778524],LCG,"A Coruna, Spain"
1790,[0.66690423],MOC,"Mario Ribeiro, Brazil"
4342,[0.66598685],QSF,"Ain Arnat Airport, Algeria"
2767,[0.66596659],JHM,"Kapalua, United States"
3488,[0.66514483],LBP,"Long Banga Airport, Malaysia"
3786,[0.66352506],ZUM,"Churchill Falls Airport, Canada"
404,[0.66339684],BLK,"Blackpool, United Kingdom"
1628,[0.66261399],TOY,"Toyama, Japan"
1871,[0.66100982],CUC,"Camilo Daza, Colombia"
2671,[0.66090706],TLH,"Tallahassee Rgnl, United States"
1615,[0.66003749],FUJ,"Fukue, Japan"
1746,[0.6600257],ARU,"Aracatuba, Brazil"
106,[0.65974049],YPY,"Fort Chipewyan, Canada"
1290,[0.659356],OAX,"Xoxocotlan Intl, Mexico"
3137,[0.65934934],DPL,"Dipolog, Philippines"
3222,[0.6593493],GEO,"Cheddi Jagan Intl, Guyana"
2171,[0.65933826],IXL,"Leh, India"
1344,[0.65881746],CMW,"Ignacio Agramonte Intl, Cuba"
5026,[0.65880606],ECP,"Panama City-NW Florida Bea., United States"
3410,[0.65861882],LRR,"Lar Airport, Iran"
2206,[0.65830982],PBH,"Paro, Bhutan"
1532,[0.65801923],SLL,"Salalah, Oman"
1402,[0.65784631],TKP,"Takapoto, French Polynesia"
1028,[0.657826],FSP,"St Pierre, Saint Pierre and Miquelon"
1886,[0.65744506],MVP,"Fabio Alberto Leon Bentley, Colombia"
2391,[0.65725702],ITO,"Hilo Intl, United States"
0,[0.65722495],GKA,"Goroka, Papua New Guinea"
2797,[0.65672853],MFE,"Mc Allen Miller Intl, United States"
3459,[0.65669759],FUT,"Pointe Vele Airport, Wallis and Futuna"
4381,[0.65611744],VQS,"Vieques Airport, Puerto Rico"
1638,[0.65562834],TAK,"Takamatsu, Japan"
4229,[0.65549235],CIH,"Changzhi Airport, China"
4457,[0.65517523],AAT,"Altay Airport, China"
4265,[0.65508168],KOW,"Ganzhou Airport, China"
1317,[0.65503466],ZLO,"Playa De Oro Intl, Mexico"
1291,[0.65492319],PAZ,"Tajin, Mexico"
2945,[0.65424813],URT,"Surat Thani, Thailand"
3128,[0.65365857],JKL,"Kalymnos Island, Greece"
170,[0.65361191],YXU,"London, Canada"
4448,[0.65355433],MYU,"Mekoryuk Airport, United States"
2921,[0.65342561],BUS,"Batumi, Georgia"
2283,[0.65304416],KTG,"Rahadi Usman, Indonesia"
5272,[0.65291136],GNU,"Goodnews Airport, United States"
4584,[0.65291136],MLL,"Marshall Don Hunter Sr. Airport, United States"
1809,[0.65236485],RIG,"Rio Grande, Brazil"
3916,[0.65179917],BUA,"Buka Airport, Papua New Guinea"
3907,[0.65179917],KVG,"Kavieng Airport, Papua New Guinea"
4187,[0.65155972],MOV,"Moranbah Airport, Australia"
4028,[0.65126041],KVX,"Pobedilovo Airport, Russia"
3205,[0.65074135],AVP,"Wilkes Barre Scranton Intl, United States"
3008,[0.6506523],GJT,"Grand Junction Regional, United States"
1491,[0.65063888],YNB,"Yenbo, Saudi Arabia"
5297,[0.64990821],HMB,"Sohag International, Egypt"
4476,[0.6498744],NBC,"Begishevo, Russia"
2117,[0.6498672],UDR,"Udaipur, India"
1894,[0.649749],PSO,"Antonio Narino, Colombia"
294,[0.64930337],FMO,"Munster Osnabruck, Germany"
4243,[0.64917547],ZHA,"Zhanjiang Airport, China"
3320,[0.64906699],ESM,"General Rivadeneira Airport, Ecuador"
4815,[0.64873189],AUX,"Araguaina Airport, Brazil"
916,[0.64871367],VGO,"Vigo, Spain"
2320,[0.64805593],ABX,"Albury, Australia"
4953,[0.64762192],RVT,"Ravensthorpe Airport, Australia"
4109,[0.64713749],TKG,"Radin Inten II (Branti) Airport, Indonesia"
218,[0.64698669],TLM,"Zenata, Algeria"
5282,[0.64661156],ZKG,"Kegaska Airport, Canada"
210,[0.64656629],AAE,"Annaba, Algeria"
4104,[0.64635529],BKM,"Bakalalan Airport, Malaysia"
3001,[0.64597397],MZV,"Mulu, Malaysia"
2868,[0.64550764],PGK,"Depati Amir, Indonesia"
3620,[0.64530036],ATY,"Watertown Regional Airport, United States"
1827,[0.64501441],UBA,"Uberaba, Brazil"
4498,[0.64426251],ASE,"Aspen Pitkin County Sardy Field, United States"
2888,[0.64413885],CEI,"Chiang Rai Intl, Thailand"
4073,[0.64390433],BMV,"Buon Ma Thuot Airport, Vietnam"
2285,[0.64387779],DJB,"Sultan Thaha, Indonesia"
4164,[0.6438547],KNS,"King Island Airport, Australia"
1275,[0.64345401],LMM,"Valle Del Fuerte Intl, Mexico"
2520,[0.64329132],LAN,"Capital City, United States"
3824,[0.64325077],XGR,"Kangiqsualujjuaq (Georges River) Airport, Canada"
4188,[0.64291158],MYA,"Moruya Airport, Australia"
4313,[0.64243809],JGN,"Jiayuguan Airport, China"
3611,[0.64211253],CKB,"Harrison Marion Regional Airport, United States"
3928,[0.64157682],FRE,"Fera/Maringe Airport, Solomon Islands"
3930,[0.64157682],AKS,"Auki Airport, Solomon Islands"
3920,[0.64157682],RUS,"Marau Airport, Solomon Islands"
4988,[0.64157682],AFT,"Afutara Airport, Solomon Islands"
3917,[0.64157682],RBV,"Ramata Airport, Solomon Islands"
3313,[0.64157682],GTA,"Gatokae Airport, Solomon Islands"
3925,[0.64157682],SCZ,"Santa Cruz/Graciosa Bay/Luova Airport, Solomon Islands"
3012,[0.64095477],SRQ,"Sarasota Bradenton Intl, United States"
2448,[0.64083781],GNV,"Gainesville Rgnl, United States"
494,[0.64051061],KSU,"Kvernberget, Norway"
1165,[0.64004383],IAS,"Iasi, Romania"
2274,[0.64004163],LBU,"Labuan, Malaysia"
5143,[0.6393339],HIA,"Huai An Lianshui Airport, China"
2664,[0.63927468],LRD,"Laredo Intl, United States"
4046,[0.63891114],UUA,"Bugulma Airport, Russia"
2983,[0.63861725],GPT,"Gulfport-Biloxi, United States"
4393,[0.63830911],SKT,"Sialkot Airport, Pakistan"
3086,[0.63759787],LYA,"Luoyang Airport, China"
2439,[0.63744014],BGR,"Bangor Intl, United States"
2418,[0.6367749],GFK,"Grand Forks Intl, United States"
2041,[0.63615201],DNK,"Dnipropetrovsk Intl, Ukraine"
5718,[0.63585554],ULK,"Lensk, Russia"
4578,[0.63521456],CHU,"Chuathbaluk Airport, United States"
2925,[0.63501834],HOD,"Hodeidah Intl, Yemen"
1047,[0.63437684],LXS,"Limnos, Greece"
2536,[0.63349709],HRL,"Valley Intl, United States"
1292,[0.63285643],PBC,"Hermanos Serdan Intl, Mexico"
4893,[0.63256696],FUG,"Fuyang Airport, China"
178,[0.63240612],YYG,"Charlottetown, Canada"
3575,[0.63201073],RKS,"Rock Springs Sweetwater County Airport, United States"
3215,[0.63201073],GCC,"Gillette-Campbell County Airport, United States"
3362,[0.63192524],OPU,"Balimo Airport, Papua New Guinea"
2985,[0.63185326],TOL,"Toledo, United States"
3126,[0.63111003],JTY,"Astypalaia, Greece"
4141,[0.63092897],CNJ,"Cloncurry Airport, Australia"
1641,[0.6308148],HNA,"Hanamaki, Japan"
4289,[0.63022692],WXN,"Wanxian Airport, China"
205,[0.62941185],DJG,"Tiska, Algeria"
3476,[0.62912154],ICI,"Cicia Airport, Fiji"
3461,[0.62912154],VBV,"Vanua Balavu Airport, Fiji"
3470,[0.62912154],LKB,"Lakeba Island Airport, Fiji"
3021,[0.62912154],FUN,"Funafuti International, Tuvalu"
1843,[0.62680805],IPC,"Mataveri Intl, Chile"
4431,[0.62679562],PJA,"Pajala Airport, Sweden"
3360,[0.62601423],TFI,"Tufi Airport, Papua New Guinea"
2011,[0.62572827],SVD,"E T Joshua, Saint Vincent and the Grenadines"
4266,[0.62562918],JDZ,"Jingdezhen Airport, China"
700,[0.62554009],VXC,"Lichinga, Mozambique"
5019,[0.62530177],MMU,"Morristown Municipal Airport, United States"
1343,[0.62516886],CYO,"Vilo Acuna Intl, Cuba"
823,[0.62486515],ABS,"Abu Simbel, Egypt"
3839,[0.62478038],YGX,"Gillam Airport, Canada"
4279,[0.62384756],YNZ,"Yancheng Airport, China"
3231,[0.62381875],LYB,"Edward Bodden Airfield, Cayman Islands"
3938,[0.62334577],KSN,"Kostanay West Airport, Kazakhstan"
2960,[0.62295943],CHO,"Charlottesville-Albemarle, United States"
5416,[0.62196704],EYK,"Beloyarsky, Russia"
2291,[0.62191795],AOR,"Sultan Abdul Halim, Malaysia"
2300,[0.62191795],TGG,"Sultan Mahmud, Malaysia"
1609,[0.62190983],TSJ,"Tsushima, Japan"
2064,[0.62175819],ASF,"Astrakhan, Russia"
3059,[0.6217225],TRI,"Tri-Cities Regional Airport, United States"
3200,[0.62121639],HYA,"Barnstable Muni Boardman Polando Fld, United States"
1669,[0.61983808],MMY,"Miyako, Japan"
3337,[0.61979433],CJJ,"Cheongju International Airport, South Korea"
758,[0.6191849],SPC,"La Palma, Spain"
4236,[0.61898948],XIL,"Xilinhot Airport, China"
122,[0.61888645],YQY,"Sydney, Canada"
2389,[0.6185865],LUR,"Cape Lisburne Lrrs, United States"
1264,[0.61814444],DGO,"Durango Intl, Mexico"
3392,[0.61751224],ISU,"Sulaymaniyah International Airport, Iraq"
490,[0.61725069],FRO,"Floro, Norway"
2019,[0.61722782],URA,"Uralsk, Kazakhstan"
4309,[0.61686231],JGS,"Jing Gang Shan Airport, China"
2020,[0.61653996],PWQ,"Pavlodar, Kazakhstan"
4592,[0.61651214],CIK,"Chalkyitsik Airport, United States"
1075,[0.61618491],LMP,"Lampedusa, Italy"
2893,[0.61571071],UBP,"Ubon Ratchathani, Thailand"
203,[0.61540194],BJA,"Soummam, Algeria"
537,[0.61538079],HAD,"Halmstad, Sweden"
1369,[0.6149294],GHB,"Governors Harbour, Bahamas"
2936,[0.61449084],EMD,"Emerald, Australia"
2669,[0.61438219],ELD,"South Arkansas Rgnl At Goodwin Fld, United States"
3600,[0.61438219],HOT,"Memorial Field, United States"
535,[0.614155],KLR,"Kalmar, Sweden"
4492,[0.61404371],STS,"Charles M Schulz Sonoma Co, United States"
3390,[0.61349259],GXF,"Sayun International Airport, Yemen"
2197,[0.61345265],IXM,"Madurai, India"
366,[0.61334449],TKU,"Turku, Finland"
1764,[0.61224763],CXJ,"Campo Dos Bugres, Brazil"
1136,[0.611854],INN,"Innsbruck, Austria"
3026,[0.61177101],BIS,"Bismarck Municipal Airport, United States"
2474,[0.61177101],MOT,"Minot Intl, United States"
448,[0.61143066],GRQ,"Eelde, Netherlands"
4281,[0.61116343],HSN,"Zhoushan Airport, China"
1782,[0.61096273],JOI,"Lauro Carneiro De Loyola, Brazil"
1662,[0.61026252],TAE,"Daegu Ab, South Korea"
1783,[0.60996305],CPV,"Presidente Joao Suassuna, Brazil"
3780,[0.60970168],KMS,"Kumasi Airport, Ghana"
4374,[0.60965235],COQ,"Choibalsan Airport, Mongolia"
4829,[0.60959654],CIZ,"Coari Airport, Brazil"
1203,[0.60934528],EZS,"Elazig, Turkey"
1204,[0.60934528],DIY,"Diyarbakir, Turkey"
4611,[0.60933636],CPQ,"Amarais Airport, Brazil"
2302,[0.60932126],DIL,"Presidente Nicolau Lobato Intl, East Timor"
2753,[0.6090007],MOB,"Mobile Rgnl, United States"
4035,[0.60888533],FEG,"Fergana Airport, Uzbekistan"
2180,[0.60875018],ZVK,"Savannakhet, Laos"
2164,[0.6082799],JDH,"Jodhpur, India"
2844,[0.60653836],VPS,"Eglin Afb, United States"
1536,[0.60477954],GWD,"Gwadar, Pakistan"
933,[0.60475817],BVE,"La Roche, France"
3223,[0.60471849],AGT,"Ciudad del Este, Paraguay"
118,[0.60455054],YQU,"Grande Prairie, Canada"
2055,[0.60369425],BAX,"Barnaul, Russia"
517,[0.60331559],SZZ,"Goleniow, Poland"
949,[0.60278913],ETZ,"Metz Nancy Lorraine, France"
4806,[0.60209518],OPS,"Sinop Airport, Brazil"
1076,[0.60200525],PNL,"Pantelleria, Italy"
4254,[0.60192864],UYN,"Yulin Airport, China"
5320,[0.60183253],ORX,"Oriximina Airport, Brazil"
3178,[0.6018125],SKN,"Skagen, Norway"
1913,[0.60175619],PSZ,"Tte De Av Salvador Ogaya G, Bolivia"
1148,[0.60133452],PIX,"Pico, Portugal"
1621,[0.60098436],KKJ,"New Kitakyushu, Japan"
1580,[0.60077339],KNH,"Shang Yi, Taiwan"
1590,[0.60077339],MZG,"Magong, Taiwan"
5318,[0.60053272],HUW,"Humaita Airport, Brazil"
1025,[0.60038939],TLN,"Le Palyvestre, France"
47,[0.60028121],YDQ,"Dawson Creek, Canada"
1985,[0.59984727],SFG,"Grand Case, Guadeloupe"
2627,[0.59958276],GRB,"Austin Straubel Intl, United States"
1053,[0.59926023],GPA,"Araxos, Greece"
1959,[0.5988335],LSP,"Josefa Camejo, Venezuela"
1209,[0.59882596],VAN,"Van, Turkey"
1314,[0.59866202],ZCL,"General Leobardo C Ruiz Intl, Mexico"
61,[0.59866001],YGP,"Gaspe, Canada"
981,[0.59862111],BZR,"Vias, France"
1370,[0.59848113],RSD,"Rock Sound, Bahamas"
4426,[0.59805798],SDP,"Sand Point Airport, United States"
2638,[0.59805798],HOM,"Homer, United States"
2825,[0.59805798],CDB,"Cold Bay, United States"
841,[0.59791836],WJR,"Wajir, Kenya"
4881,[0.59761358],NJF,"Al Najaf International Airport, Iraq"
2152,[0.59714749],ZYL,"Osmany Intl, Bangladesh"
1095,[0.59668661],CUF,"Levaldigi, Italy"
2005,[0.59656214],TAB,"Crown Point, Trinidad and Tobago"
4206,[0.5965494],PQQ,"Port Macquarie Airport, Australia"
4045,[0.59638469],VKT,"Vorkuta Airport, Russia"
4603,[0.59627367],CEM,"Central Airport, United States"
4718,[0.59627367],HKB,"Healy River Airport, United States"
4722,[0.59627367],MLY,"Manley Hot Springs Airport, United States"
4599,[0.59627367],RMP,"Rampart Airport, United States"
1970,[0.59625098],STD,"Mayor Buenaventura Vivas, Venezuela"
1600,[0.59579946],OBO,"Obihiro, Japan"
651,[0.59555117],WMR,"Avaratra, Madagascar"
3271,[0.59533186],KZO,"Kzyl-Orda, Kazakhstan"
3127,[0.59532724],JIK,"Ikaria, Greece"
3479,[0.59526767],MUK,"Mauke Airport, Cook Islands"
3478,[0.59526767],MOI,"Mitiaro Island Airport, Cook Islands"
3481,[0.59526767],MGS,"Mangaia Island Airport, Cook Islands"
4027,[0.59456987],IJK,"Izhevsk Airport, Russia"
1299,[0.59378636],QRO,"Queretaro Intercontinental, Mexico"
2574,[0.59366734],DLH,"Duluth Intl, United States"
3958,[0.59361808],LQM,"Caucaya Airport, Colombia"
3139,[0.59349304],LGP,"Legazpi, Philippines"
1684,[0.59349304],DGT,"Dumaguete, Philippines"
3138,[0.59271148],LAO,"Laoag Intl, Philippines"
2939,[0.59271148],TAG,"Tagbilaran, Philippines"
311,[0.59174871],LBC,"Lubeck Blankensee, Germany"
3345,[0.59150461],FKS,"Fukushima Airport, Japan"
3500,[0.59113688],TTQ,"Aerotortuguero Airport, Costa Rica"
4299,[0.59103768],NDG,"Qiqihar Sanjiazi Airport, China"
3288,[0.59100652],URJ,"Uraj, Russia"
3334,[0.59074735],JOL,"Jolo Airport, Philippines"
1278,[0.5895816],LTO,"Loreto Intl, Mexico"
2002,[0.58931265],EUX,"F D Roosevelt, Netherlands Antilles"
2137,[0.58910079],JRH,"Jorhat, India"
3277,[0.58907538],NOJ,"Noyabrsk, Russia"
2377,[0.58901354],HTN,"Hotan, China"
2480,[0.588985],HLN,"Helena Rgnl, United States"
3943,[0.58895882],VIJ,"Virgin Gorda Airport, British Virgin Islands"
1399,[0.58729451],KKR,"Kaukura, French Polynesia"
2678,[0.58716214],MKK,"Molokai, United States"
3445,[0.58653135],SSR,"Sara Airport, Vanuatu"
4398,[0.58653135],WLH,"Walaha Airport, Vanuatu"
4391,[0.58635139],WVB,"Walvis Bay Airport, Namibia"
4103,[0.58580333],MKM,"Mukah Airport, Malaysia"
3053,[0.5857578],YBP,"Yibin, China"
5299,[0.58571612],POJ,"Patos de Minas Airport, Brazil"
181,[0.58560215],YYL,"Lynn Lake, Canada"
1650,[0.58510251],KWJ,"Gwangju, South Korea"
3093,[0.5849357],VKG,"Rach Gia, Vietnam"
236,[0.58489737],TML,"Tamale, Ghana"
3954,[0.58479906],GYA,"Capitán de Av. Emilio Beltrán Airport, Bolivia"
3779,[0.5847355],HDF,"Heringsdorf Airport, Germany"
2816,[0.58436314],ILM,"Wilmington Intl, United States"
4606,[0.5840106],CXF,"Coldfoot Airport, United States"
1607,[0.58378217],IKI,"Iki, Japan"
3510,[0.58340107],PEU,"Puerto Lempira Airport, Honduras"
2076,[0.58297586],BHK,"Bukhara, Uzbekistan"
2331,[0.58295058],LEA,"Learmonth, Australia"
4154,[0.58295058],GET,"Geraldton Airport, Australia"
4196,[0.58295058],ZNE,"Newman Airport, Australia"
763,[0.58279737],MLN,"Melilla, Spain"
656,[0.5823444],MJN,"Philibert Tsiranana, Madagascar"
3141,[0.58228405],ZQW,"Zweibruecken, Germany"
3639,[0.58194174],PZU,"Port Sudan New International Airport, Sudan"
2221,[0.58127406],TST,"Trang, Thailand"
2892,[0.58127406],KOP,"Nakhon Phanom, Thailand"
2889,[0.58127406],NST,"Nakhon Si Thammarat, Thailand"
336,[0.58122548],GWT,"Westerland Sylt, Germany"
1942,[0.58122019],PIU,"Capitan Fap Guillermo Concha Iberico, Peru"
3614,[0.58053038],CEC,"Del Norte County Airport, United States"
4297,[0.58051273],JMU,"Jiamusi Airport, China"
173,[0.57939474],YYB,"North Bay, Canada"
930,[0.57859309],PUF,"Pau Pyrenees, France"
2519,[0.57843373],LNK,"Lincoln, United States"
2151,[0.57824654],SPD,"Saidpur, Bangladesh"
1471,[0.57786047],GIZ,"King Abdullah Bin Abdulaziz, Saudi Arabia"
225,[0.57780639],HME,"Oued Irara, Algeria"
2242,[0.57775866],SNW,"Thandwe, Burma"
2286,[0.57774884],BKS,"Fatmawati Soekarno, Indonesia"
522,[0.57718489],RNB,"Ronneby, Sweden"
4469,[0.57656754],BKG,"Branson LLC, United States"
1430,[0.57595302],GIS,"Gisborne, New Zealand"
1454,[0.57595302],WRE,"Whangarei, New Zealand"
2161,[0.57594293],DED,"Dehradun, India"
4111,[0.57592103],NTX,"Ranai Airport, Indonesia"
3650,[0.57587393],ATZ,"Asyut International Airport, Egypt"
4261,[0.5757034],DIG,"Diqing Airport, China"
1363,[0.57536993],TCB,"Treasure Cay, Bahamas"
2999,[0.57513047],DLU,"Dali, China"
1506,[0.57451198],XBJ,"Birjand, Iran"
1508,[0.57451198],RZR,"Ramsar, Iran"
1460,[0.57428691],KDH,"Kandahar, Afghanistan"
897,[0.57396046],GRX,"Granada, Spain"
1442,[0.57383023],IVC,"Invercargill, New Zealand"
2056,[0.57356569],KEJ,"Kemerovo, Russia"
2345,[0.57338685],WGA,"Wagga Wagga, Australia"
1557,[0.57291818],BSR,"Basrah Intl, Iraq"
1117,[0.57228685],PEG,"Perugia, Italy"
1494,[0.57227304],MRX,"Mahshahr, Iran"
1813,[0.57147298],SJK,"Professor Urbano Ernesto Stumpf, Brazil"
2817,[0.57132313],BTR,"Baton Rouge Metro Ryan Fld, United States"
3754,[0.57090847],SDN,"Anda Airport, Norway"
1281,[0.56911458],MXL,"General Rodolfo Sanchez Taboada Intl, Mexico"
1257,[0.56911458],CEN,"Ciudad Obregon Intl, Mexico"
2293,[0.56844362],KUA,"Kuantan, Malaysia"
2318,[0.56844108],WEI,"Weipa, Australia"
4204,[0.56724179],PLO,"Port Lincoln Airport, Australia"
4095,[0.56720575],BEJ,"Barau(Kalimaru) Airport, Indonesia"
2092,[0.5666926],IXU,"Aurangabad, India"
2097,[0.5666926],BDQ,"Vadodara, India"
914,[0.56663789],VLL,"Valladolid, Spain"
1541,[0.56515413],MJD,"Moenjodaro, Pakistan"
368,[0.56501886],VAA,"Vaasa, Finland"
1033,[0.56501592],JKH,"Chios, Greece"
1377,[0.56496846],ZSA,"San Salvador, Bahamas"
804,[0.5640138],SNE,"Preguica, Cape Verde"
2852,[0.56358816],YNG,"Youngstown Warren Rgnl, United States"
4462,[0.56340434],WUA,"Wuhai, China"
1302,[0.56289166],SLP,"Ponciano Arriaga Intl, Mexico"
2716,[0.5622264],CRP,"Corpus Christi Intl, United States"
3275,[0.5621748],RTW,"Central, Russia"
3747,[0.56116911],LCJ,"Łódź Władysław Reymont Airport, Poland"
373,[0.56063852],LDY,"City of Derry, United Kingdom"
773,[0.56036362],RBA,"Sale, Morocco"
943,[0.56030689],DLE,"Tavaux, France"
4614,[0.56015444],AGN,"Angoon Seaplane Base, United States"
4617,[0.56015444],PEC,"Pelican Seaplane Base, United States"
2884,[0.55999734],WGP,"Mau Hau, Indonesia"
2874,[0.55999734],MOF,"Wai Oti, Indonesia"
3784,[0.55964245],BLJ,"Batna Airport, Algeria"
2191,[0.55906736],VGA,"Vijayawada, India"
5304,[0.55753257],BYO,"Bonito Airport, Brazil"
302,[0.55733815],SCN,"Saarbrucken, Germany"
1597,[0.557234],IBR,"Hyakuri, Japan"
248,[0.55679476],BNI,"Benin, Nigeria"
4438,[0.55679476],QOW,"Imo Airport, Nigeria"
249,[0.55679476],CBQ,"Calabar, Nigeria"
250,[0.55679476],ENU,"Enugu, Nigeria"
4477,[0.55679476],QRW,"Warri Airport, Nigeria"
1879,[0.55659231],GPI,"Juan Casiano, Colombia"
284,[0.55593769],LGG,"Liege, Belgium"
2899,[0.55553533],PUW,"Pullman-Moscow Rgnl, United States"
2534,[0.5555293],BFL,"Meadows Fld, United States"
4037,[0.55540095],NCU,"Nukus Airport, Uzbekistan"
1951,[0.55519693],BRM,"Barquisimeto Intl, Venezuela"
1457,[0.55509286],HEA,"Herat, Afghanistan"
3603,[0.55478912],FAY,"Fayetteville Regional Grannis Field, United States"
1187,[0.55461533],KYA,"Konya, Turkey"
4638,[0.55440564],WSN,"South Naknek Airport, United States"
5165,[0.55409995],ZTA,"Tureia Airport, French Polynesia"
1412,[0.55409995],HOI,"Hao, French Polynesia"
1403,[0.55409995],AXR,"Arutua, French Polynesia"
3748,[0.55369735],BZG,"Bydgoszcz Ignacy Jan Paderewski Airport, Poland"
1726,[0.55328402],RGA,"Rio Grande, Argentina"
1710,[0.55328402],RES,"Resistencia, Argentina"
1724,[0.55328402],PMY,"El Tehuelche, Argentina"
1721,[0.55328402],EQS,"Esquel, Argentina"
1723,[0.55328402],VDM,"Gobernador Castello, Argentina"
1711,[0.55328402],FMA,"Formosa, Argentina"
5679,[0.55328402],RHD,"Termal, Argentina"
1703,[0.55328402],IRJ,"La Rioja, Argentina"
1702,[0.55328402],SDE,"Santiago Del Estero, Argentina"
1701,[0.55328402],CTC,"Catamarca, Argentina"
1700,[0.55328402],AFA,"San Rafael, Argentina"
1741,[0.55328402],CPC,"Aviador C Campos, Argentina"
1709,[0.55328402],CNQ,"Corrientes, Argentina"
1714,[0.55328402],PSS,"Posadas, Argentina"
1888,[0.55323856],NVA,"Benito Salas, Colombia"
1877,[0.55323856],FLA,"Gustavo Artunduaga Paredes, Colombia"
1906,[0.55323856],VUP,"Alfonso Lopez Pumarejo, Colombia"
1870,[0.55323856],BUN,"Gerardo Tobar Lopez, Colombia"
